id,fecha,par,spread_20d_pct,z_score,explicacion,spread_simple_pct,z_simple
21,2026-07-13,Micron vs Samsung Electronics,1.05,0.06,Micron le saca 1.1 pp de rendimiento propio 20d a Samsung Electronics (limpiado de índice local y moneda) — inusual vs su historia (z=+0.1).,9.99,0.36
22,2026-07-13,TSMC (Taiwán) vs UMC (ADR),-14.57,-1.06,UMC (ADR) le saca 14.6 pp de rendimiento propio 20d a TSMC (Taiwán) (limpiado de índice local y moneda) — inusual vs su historia (z=-1.1).,-2.48,-0.17
23,2026-07-13,ASML (ADR) vs Tokyo Electron,-3.64,-0.46,Tokyo Electron le saca 3.6 pp de rendimiento propio 20d a ASML (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=-0.5).,-5.32,-0.46
24,2026-07-13,BHP Group vs Freeport-McMoRan,2.54,0.33,BHP Group le saca 2.5 pp de rendimiento propio 20d a Freeport-McMoRan (limpiado de índice local y moneda) — inusual vs su historia (z=+0.3).,2.81,0.4
25,2026-07-14,SK Hynix vs Micron,23.02,1.84,SK Hynix le saca 23.0 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+1.8).,-14.67,-1.41
26,2026-07-14,SK Hynix vs Samsung Electronics,11.77,1.08,SK Hynix le saca 11.8 pp de rendimiento propio 20d a Samsung Electronics (limpiado de índice local y moneda) — inusual vs su historia (z=+1.1).,3.7,-0.09
27,2026-07-14,Micron vs Samsung Electronics,-11.25,-0.75,Samsung Electronics le saca 11.2 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-0.7).,18.37,0.95
28,2026-07-14,TSMC (Taiwán) vs UMC (ADR),-13.2,-0.89,UMC (ADR) le saca 13.2 pp de rendimiento propio 20d a TSMC (Taiwán) (limpiado de índice local y moneda) — inusual vs su historia (z=-0.9).,-13.3,-0.97
29,2026-07-14,ASML (ADR) vs Tokyo Electron,-14.37,-1.57,Tokyo Electron le saca 14.4 pp de rendimiento propio 20d a ASML (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=-1.6).,-0.7,0.02
30,2026-07-14,BHP Group vs Freeport-McMoRan,2.72,0.35,BHP Group le saca 2.7 pp de rendimiento propio 20d a Freeport-McMoRan (limpiado de índice local y moneda) — inusual vs su historia (z=+0.4).,2.87,0.41
31,2026-07-15,SK Hynix vs Micron,21.97,1.53,SK Hynix le saca 22.0 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+1.5).,-2.76,-0.27
32,2026-07-15,SK Hynix vs Samsung Electronics,10.25,0.94,SK Hynix le saca 10.3 pp de rendimiento propio 20d a Samsung Electronics (limpiado de índice local y moneda) — inusual vs su historia (z=+0.9).,1.95,-0.23
33,2026-07-15,Micron vs Samsung Electronics,-11.72,-0.67,Samsung Electronics le saca 11.7 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-0.7).,4.71,0.0
34,2026-07-15,TSMC (Taiwán) vs UMC (ADR),-8.9,-0.57,UMC (ADR) le saca 8.9 pp de rendimiento propio 20d a TSMC (Taiwán) (limpiado de índice local y moneda) — inusual vs su historia (z=-0.6).,-16.19,-1.18
35,2026-07-15,ASML (ADR) vs Tokyo Electron,-7.48,-0.76,Tokyo Electron le saca 7.5 pp de rendimiento propio 20d a ASML (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=-0.8).,-3.95,-0.32
36,2026-07-15,BHP Group vs Freeport-McMoRan,6.94,0.93,BHP Group le saca 6.9 pp de rendimiento propio 20d a Freeport-McMoRan (limpiado de índice local y moneda) — inusual vs su historia (z=+0.9).,6.31,0.85
37,2026-07-16,SK Hynix vs Micron,29.46,2.37,SK Hynix le saca 29.5 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+2.4).,-4.44,-0.43
38,2026-07-16,SK Hynix vs Samsung Electronics,6.53,0.6,SK Hynix le saca 6.5 pp de rendimiento propio 20d a Samsung Electronics (limpiado de índice local y moneda) — inusual vs su historia (z=+0.6).,-1.8,-0.54
39,2026-07-16,Micron vs Samsung Electronics,-22.93,-1.54,Samsung Electronics le saca 22.9 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-1.5).,2.64,-0.15
40,2026-07-16,TSMC (Taiwán) vs UMC (ADR),-9.52,-0.62,UMC (ADR) le saca 9.5 pp de rendimiento propio 20d a TSMC (Taiwán) (limpiado de índice local y moneda) — inusual vs su historia (z=-0.6).,6.3,0.48
41,2026-07-16,ASML (ADR) vs Tokyo Electron,-8.44,-0.95,Tokyo Electron le saca 8.4 pp de rendimiento propio 20d a ASML (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=-0.9).,0.32,0.13
42,2026-07-16,BHP Group vs Freeport-McMoRan,3.7,0.49,BHP Group le saca 3.7 pp de rendimiento propio 20d a Freeport-McMoRan (limpiado de índice local y moneda) — inusual vs su historia (z=+0.5).,6.38,0.86
43,2026-07-17,SK Hynix vs Micron,24.97,1.99,SK Hynix le saca 25.0 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+2.0).,-5.99,-0.58
44,2026-07-17,SK Hynix vs Samsung Electronics,4.89,0.45,SK Hynix le saca 4.9 pp de rendimiento propio 20d a Samsung Electronics (limpiado de índice local y moneda) — inusual vs su historia (z=+0.4).,-5.57,-0.84
45,2026-07-17,Micron vs Samsung Electronics,-20.08,-1.34,Samsung Electronics le saca 20.1 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-1.3).,0.42,-0.3
46,2026-07-17,TSMC (Taiwán) vs UMC (ADR),-4.04,-0.22,UMC (ADR) le saca 4.0 pp de rendimiento propio 20d a TSMC (Taiwán) (limpiado de índice local y moneda) — inusual vs su historia (z=-0.2).,3.08,0.24
47,2026-07-17,ASML (ADR) vs Tokyo Electron,-3.32,-0.41,Tokyo Electron le saca 3.3 pp de rendimiento propio 20d a ASML (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=-0.4).,4.74,0.59
48,2026-07-17,BHP Group vs Freeport-McMoRan,4.85,0.63,BHP Group le saca 4.8 pp de rendimiento propio 20d a Freeport-McMoRan (limpiado de índice local y moneda) — inusual vs su historia (z=+0.6).,6.56,0.88
49,2026-07-20,SK Hynix vs Micron,25.01,1.99,SK Hynix le saca 25.0 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+2.0).,-8.73,-0.84
50,2026-07-20,SK Hynix vs Samsung Electronics,4.99,0.45,SK Hynix le saca 5.0 pp de rendimiento propio 20d a Samsung Electronics (limpiado de índice local y moneda) — inusual vs su historia (z=+0.5).,-8.92,-1.11
51,2026-07-20,Micron vs Samsung Electronics,-20.02,-1.34,Samsung Electronics le saca 20.0 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-1.3).,-0.19,-0.34
52,2026-07-20,TSMC (Taiwán) vs UMC (ADR),3.35,0.3,TSMC (Taiwán) le saca 3.4 pp de rendimiento propio 20d a UMC (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=+0.3).,15.66,1.16
53,2026-07-20,ASML (ADR) vs Tokyo Electron,-9.23,-1.0,Tokyo Electron le saca 9.2 pp de rendimiento propio 20d a ASML (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=-1.0).,7.01,0.82
54,2026-07-20,BHP Group vs Freeport-McMoRan,5.36,0.7,BHP Group le saca 5.4 pp de rendimiento propio 20d a Freeport-McMoRan (limpiado de índice local y moneda) — inusual vs su historia (z=+0.7).,8.68,1.15
55,2026-07-21,SK Hynix vs Micron,31.73,2.49,SK Hynix le saca 31.7 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+2.5).,-17.59,-1.69
56,2026-07-21,SK Hynix vs Samsung Electronics,1.18,0.11,SK Hynix le saca 1.2 pp de rendimiento propio 20d a Samsung Electronics (limpiado de índice local y moneda) — inusual vs su historia (z=+0.1).,-12.16,-1.37
57,2026-07-21,Micron vs Samsung Electronics,-30.56,-2.01,Samsung Electronics le saca 30.6 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-2.0).,5.44,0.05
58,2026-07-21,TSMC (Taiwán) vs UMC (ADR),18.02,1.36,TSMC (Taiwán) le saca 18.0 pp de rendimiento propio 20d a UMC (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=+1.4).,12.57,0.94
59,2026-07-21,ASML (ADR) vs Tokyo Electron,-9.18,-1.0,Tokyo Electron le saca 9.2 pp de rendimiento propio 20d a ASML (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=-1.0).,10.96,1.22
60,2026-07-21,BHP Group vs Freeport-McMoRan,6.54,0.86,BHP Group le saca 6.5 pp de rendimiento propio 20d a Freeport-McMoRan (limpiado de índice local y moneda) — inusual vs su historia (z=+0.9).,4.08,0.56
61,2026-07-22,SK Hynix vs Micron,11.98,0.82,SK Hynix le saca 12.0 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+0.8).,-18.92,-1.81
62,2026-07-22,SK Hynix vs Samsung Electronics,-7.57,-0.68,Samsung Electronics le saca 7.6 pp de rendimiento propio 20d a SK Hynix (limpiado de índice local y moneda) — inusual vs su historia (z=-0.7).,-6.95,-0.94
63,2026-07-22,Micron vs Samsung Electronics,-19.55,-1.09,Samsung Electronics le saca 19.6 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-1.1).,11.96,0.5
64,2026-07-22,TSMC (Taiwán) vs UMC (ADR),24.91,1.77,TSMC (Taiwán) le saca 24.9 pp de rendimiento propio 20d a UMC (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=+1.8).,20.97,1.55
65,2026-07-22,BHP Group vs Freeport-McMoRan,-0.4,-0.08,Freeport-McMoRan le saca 0.4 pp de rendimiento propio 20d a BHP Group (limpiado de índice local y moneda) — inusual vs su historia (z=-0.1).,-0.63,-0.05
66,2026-07-23,SK Hynix vs Micron,8.95,0.69,SK Hynix le saca 9.0 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+0.7).,-15.82,-1.54
67,2026-07-23,SK Hynix vs Samsung Electronics,-12.31,-1.11,Samsung Electronics le saca 12.3 pp de rendimiento propio 20d a SK Hynix (limpiado de índice local y moneda) — inusual vs su historia (z=-1.1).,-9.53,-1.15
68,2026-07-23,Micron vs Samsung Electronics,-21.26,-1.38,Samsung Electronics le saca 21.3 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-1.4).,6.29,0.14
69,2026-07-23,TSMC (Taiwán) vs UMC (ADR),22.34,1.62,TSMC (Taiwán) le saca 22.3 pp de rendimiento propio 20d a UMC (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=+1.6).,24.04,1.75
70,2026-07-23,ASML (ADR) vs Tokyo Electron,0.09,-0.01,ASML (ADR) le saca 0.1 pp de rendimiento propio 20d a Tokyo Electron (limpiado de índice local y moneda) — inusual vs su historia (z=-0.0).,10.39,1.14
71,2026-07-23,BHP Group vs Freeport-McMoRan,0.43,0.03,BHP Group le saca 0.4 pp de rendimiento propio 20d a Freeport-McMoRan (limpiado de índice local y moneda) — inusual vs su historia (z=+0.0).,1.71,0.25
72,2026-07-24,SK Hynix vs Micron,4.19,0.33,SK Hynix le saca 4.2 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+0.3).,-11.61,-1.11
73,2026-07-24,SK Hynix vs Samsung Electronics,-3.65,-0.33,Samsung Electronics le saca 3.6 pp de rendimiento propio 20d a SK Hynix (limpiado de índice local y moneda) — inusual vs su historia (z=-0.3).,-8.14,-1.04
74,2026-07-24,Micron vs Samsung Electronics,-7.84,-0.51,Samsung Electronics le saca 7.8 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-0.5).,3.47,-0.09
75,2026-07-24,TSMC (Taiwán) vs UMC (ADR),30.69,2.21,TSMC (Taiwán) le saca 30.7 pp de rendimiento propio 20d a UMC (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=+2.2).,21.5,1.58
76,2026-07-24,ASML (ADR) vs Tokyo Electron,0.71,0.05,ASML (ADR) le saca 0.7 pp de rendimiento propio 20d a Tokyo Electron (limpiado de índice local y moneda) — inusual vs su historia (z=+0.1).,13.02,1.43
77,2026-07-24,BHP Group vs Freeport-McMoRan,2.95,0.37,BHP Group le saca 3.0 pp de rendimiento propio 20d a Freeport-McMoRan (limpiado de índice local y moneda) — inusual vs su historia (z=+0.4).,2.85,0.4
78,2026-07-27,SK Hynix vs Micron,19.34,1.32,SK Hynix le saca 19.3 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+1.3).,-6.19,-0.59
79,2026-07-27,SK Hynix vs Samsung Electronics,-6.63,-0.61,Samsung Electronics le saca 6.6 pp de rendimiento propio 20d a SK Hynix (limpiado de índice local y moneda) — inusual vs su historia (z=-0.6).,-9.99,-1.18
80,2026-07-27,Micron vs Samsung Electronics,-25.97,-1.45,Samsung Electronics le saca 26.0 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-1.4).,-3.8,-0.59
81,2026-07-27,TSMC (Taiwán) vs UMC (ADR),30.87,2.17,TSMC (Taiwán) le saca 30.9 pp de rendimiento propio 20d a UMC (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=+2.2).,25.46,1.86
82,2026-07-27,ASML (ADR) vs Tokyo Electron,-3.69,-0.41,Tokyo Electron le saca 3.7 pp de rendimiento propio 20d a ASML (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=-0.4).,4.84,0.58
83,2026-07-27,BHP Group vs Freeport-McMoRan,0.65,0.09,BHP Group le saca 0.7 pp de rendimiento propio 20d a Freeport-McMoRan (limpiado de índice local y moneda) — inusual vs su historia (z=+0.1).,0.65,0.11
84,2026-07-28,SK Hynix vs Micron,21.63,1.7,SK Hynix le saca 21.6 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+1.7).,-9.07,-0.86
85,2026-07-28,SK Hynix vs Samsung Electronics,-4.22,-0.4,Samsung Electronics le saca 4.2 pp de rendimiento propio 20d a SK Hynix (limpiado de índice local y moneda) — inusual vs su historia (z=-0.4).,-7.82,-1.0
86,2026-07-28,Micron vs Samsung Electronics,-25.85,-1.71,Samsung Electronics le saca 25.8 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-1.7).,1.25,-0.24
87,2026-07-28,TSMC (Taiwán) vs UMC (ADR),29.72,2.15,TSMC (Taiwán) le saca 29.7 pp de rendimiento propio 20d a UMC (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=+2.1).,28.24,2.06
88,2026-07-28,ASML (ADR) vs Tokyo Electron,-4.59,-0.53,Tokyo Electron le saca 4.6 pp de rendimiento propio 20d a ASML (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=-0.5).,7.93,0.9
89,2026-07-28,BHP Group vs Freeport-McMoRan,1.25,0.16,BHP Group le saca 1.2 pp de rendimiento propio 20d a Freeport-McMoRan (limpiado de índice local y moneda) — inusual vs su historia (z=+0.2).,2.33,0.33
90,2026-07-29,SK Hynix vs Micron,32.07,2.53,SK Hynix le saca 32.1 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+2.5).,-13.28,-1.26
91,2026-07-29,SK Hynix vs Samsung Electronics,-5.81,-0.53,Samsung Electronics le saca 5.8 pp de rendimiento propio 20d a SK Hynix (limpiado de índice local y moneda) — inusual vs su historia (z=-0.5).,-12.33,-1.36
92,2026-07-29,Micron vs Samsung Electronics,-37.88,-2.49,Samsung Electronics le saca 37.9 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-2.5).,0.95,-0.26
93,2026-07-29,TSMC (Taiwán) vs UMC (ADR),45.22,3.2,TSMC (Taiwán) le saca 45.2 pp de rendimiento propio 20d a UMC (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=+3.2).,18.67,1.36
94,2026-07-29,ASML (ADR) vs Tokyo Electron,-5.5,-0.61,Tokyo Electron le saca 5.5 pp de rendimiento propio 20d a ASML (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=-0.6).,21.27,2.27
95,2026-07-29,BHP Group vs Freeport-McMoRan,1.8,0.24,BHP Group le saca 1.8 pp de rendimiento propio 20d a Freeport-McMoRan (limpiado de índice local y moneda) — inusual vs su historia (z=+0.2).,1.73,0.25
96,2026-07-30,SK Hynix vs Micron,38.09,2.95,SK Hynix le saca 38.1 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+2.9).,-23.7,-2.24
97,2026-07-30,SK Hynix vs Samsung Electronics,-5.0,-0.47,Samsung Electronics le saca 5.0 pp de rendimiento propio 20d a SK Hynix (limpiado de índice local y moneda) — inusual vs su historia (z=-0.5).,-13.02,-1.42
98,2026-07-30,Micron vs Samsung Electronics,-43.1,-2.8,Samsung Electronics le saca 43.1 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-2.8).,10.68,0.42
99,2026-07-30,TSMC (Taiwán) vs UMC (ADR),48.02,3.35,TSMC (Taiwán) le saca 48.0 pp de rendimiento propio 20d a UMC (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=+3.4).,9.54,0.69
100,2026-07-30,ASML (ADR) vs Tokyo Electron,0.68,0.07,ASML (ADR) le saca 0.7 pp de rendimiento propio 20d a Tokyo Electron (limpiado de índice local y moneda) — inusual vs su historia (z=+0.1).,20.54,2.18
101,2026-07-30,BHP Group vs Freeport-McMoRan,-1.85,-0.25,Freeport-McMoRan le saca 1.8 pp de rendimiento propio 20d a BHP Group (limpiado de índice local y moneda) — inusual vs su historia (z=-0.3).,-1.22,-0.13
102,2026-07-31,SK Hynix vs Micron,10.41,0.81,SK Hynix le saca 10.4 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+0.8).,-8.62,-0.81
103,2026-07-31,SK Hynix vs Samsung Electronics,-12.17,-1.12,Samsung Electronics le saca 12.2 pp de rendimiento propio 20d a SK Hynix (limpiado de índice local y moneda) — inusual vs su historia (z=-1.1).,-14.94,-1.57
104,2026-07-31,Micron vs Samsung Electronics,-22.59,-1.48,Samsung Electronics le saca 22.6 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-1.5).,-6.32,-0.77
105,2026-07-31,TSMC (Taiwán) vs UMC (ADR),33.11,2.32,TSMC (Taiwán) le saca 33.1 pp de rendimiento propio 20d a UMC (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=+2.3).,18.85,1.37
106,2026-07-31,ASML (ADR) vs Tokyo Electron,9.33,0.97,ASML (ADR) le saca 9.3 pp de rendimiento propio 20d a Tokyo Electron (limpiado de índice local y moneda) — inusual vs su historia (z=+1.0).,15.77,1.69
107,2026-07-31,BHP Group vs Freeport-McMoRan,-2.43,-0.33,Freeport-McMoRan le saca 2.4 pp de rendimiento propio 20d a BHP Group (limpiado de índice local y moneda) — inusual vs su historia (z=-0.3).,-1.58,-0.17
108,2026-08-03,SK Hynix vs Micron,17.64,1.38,SK Hynix le saca 17.6 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+1.4).,-12.92,-1.21
109,2026-08-03,SK Hynix vs Samsung Electronics,-11.76,-1.09,Samsung Electronics le saca 11.8 pp de rendimiento propio 20d a SK Hynix (limpiado de índice local y moneda) — inusual vs su historia (z=-1.1).,-8.99,-1.09
110,2026-08-03,Micron vs Samsung Electronics,-29.39,-1.92,Samsung Electronics le saca 29.4 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-1.9).,3.92,-0.05
111,2026-08-03,TSMC (Taiwán) vs UMC (ADR),23.91,1.76,TSMC (Taiwán) le saca 23.9 pp de rendimiento propio 20d a UMC (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=+1.8).,21.62,1.56
112,2026-08-03,ASML (ADR) vs Tokyo Electron,7.81,0.81,ASML (ADR) le saca 7.8 pp de rendimiento propio 20d a Tokyo Electron (limpiado de índice local y moneda) — inusual vs su historia (z=+0.8).,12.21,1.32
113,2026-08-03,BHP Group vs Freeport-McMoRan,-5.02,-0.68,Freeport-McMoRan le saca 5.0 pp de rendimiento propio 20d a BHP Group (limpiado de índice local y moneda) — inusual vs su historia (z=-0.7).,-4.75,-0.58
114,2026-08-04,SK Hynix vs Micron,16.93,1.31,SK Hynix le saca 16.9 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=+1.3).,-18.99,-1.78
115,2026-08-04,SK Hynix vs Samsung Electronics,-11.32,-1.04,Samsung Electronics le saca 11.3 pp de rendimiento propio 20d a SK Hynix (limpiado de índice local y moneda) — inusual vs su historia (z=-1.0).,-10.39,-1.2
116,2026-08-04,Micron vs Samsung Electronics,-28.25,-1.82,Samsung Electronics le saca 28.3 pp de rendimiento propio 20d a Micron (limpiado de índice local y moneda) — inusual vs su historia (z=-1.8).,8.6,0.27
117,2026-08-04,TSMC (Taiwán) vs UMC (ADR),9.51,0.7,TSMC (Taiwán) le saca 9.5 pp de rendimiento propio 20d a UMC (ADR) (limpiado de índice local y moneda) — inusual vs su historia (z=+0.7).,8.02,0.57
118,2026-08-04,ASML (ADR) vs Tokyo Electron,1.8,0.18,ASML (ADR) le saca 1.8 pp de rendimiento propio 20d a Tokyo Electron (limpiado de índice local y moneda) — inusual vs su historia (z=+0.2).,16.76,1.78
119,2026-08-04,BHP Group vs Freeport-McMoRan,-3.26,-0.45,Freeport-McMoRan le saca 3.3 pp de rendimiento propio 20d a BHP Group (limpiado de índice local y moneda) — inusual vs su historia (z=-0.4).,-4.7,-0.57
