id,fecha_sello,fecha_insumo,timestamp_utc,available_at,exchange,sesion_objetivo,apertura_objetivo_utc,ticker,decision,acciones_regla,tamano_nominal,precio_ref_usd,senal_magnitud_pp,senal_banda_baja_pp,senal_banda_alta_pp,senal_fuente,juego,presupuesto_usd,reglas_version,motivo,ultimo_cierre_ticker,available_at_ticker,insumo_ext_sha256,insumo_ext_archivo,insumo_base_sha256,reglas_sha256,sellador_sha256,plataforma_version,version_sello,estado,estado_timing,estado_dia,insumo_completo,cuenta_para_N,creado_en
11,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,GSM,nada,0,0,4.519999980926514,5.95239317354892,-33.488948788072896,45.393735135170736,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,"su intervalo [-33.49, +45.39] contiene el cero",2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
12,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,INTC,nada,0,0,104.47000122070312,-9.718180301141189,-21.740026521753748,2.303665919471369,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,señal -9.72 pp bajo el umbral +1.35 pp,2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
13,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,KLAC,nada,0,0,188.97999572753903,22.827964443080017,9.062790692855565,36.59313819330447,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,una acción cuesta 188.98 USD y el margen disponible es 125.00 USD; el riel no compra fracciones,2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
14,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,LIN,nada,0,0,468.3800048828125,10.525477026579267,1.8700837316939545,19.18087032146458,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,una acción cuesta 468.38 USD y el margen disponible es 125.00 USD; el riel no compra fracciones,2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
15,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,LRCX,nada,0,0,320.4200134277344,8.720663273362405,-6.77633816146419,24.217664708188998,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,"su intervalo [-6.78, +24.22] contiene el cero",2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
16,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,META,nada,0,0,613.47998046875,-0.29156586639255133,-15.117694866122065,14.534563133336963,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,señal -0.29 pp bajo el umbral +1.35 pp,2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
17,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,MKSI,nada,0,0,265.5,-3.316755112849812,-19.041516461907083,12.40800623620746,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,señal -3.32 pp bajo el umbral +1.35 pp,2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
18,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,MSFT,nada,0,0,493.9500122070313,8.34585028117909,-0.41223931703106054,17.103939879389237,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,"su intervalo [-0.41, +17.10] contiene el cero",2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
19,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,MU,nada,0,0,1000.260009765625,8.909640553448895,-6.042438192134718,23.861719299032508,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,"su intervalo [-6.04, +23.86] contiene el cero",2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
20,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,NVDA,nada,0,0,225.72999572753903,-7.2410825129363365,-26.70649380586678,12.224328779994106,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,señal -7.24 pp bajo el umbral +1.35 pp,2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
21,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,QCOM,nada,0,0,174.08999633789062,10.254249863486198,-5.244708540458625,25.75320826743102,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,"su intervalo [-5.24, +25.75] contiene el cero",2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
22,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,SHECY,nada,0,0,18.450000762939453,-0.3164470185596513,-11.56067980134798,10.927785764228677,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,señal -0.32 pp bajo el umbral +1.35 pp,2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
23,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,SMH,nada,0,0,573.72998046875,-4.869957823695081,-16.171091232511102,6.431175585120942,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,señal -4.87 pp bajo el umbral +1.35 pp,2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
24,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,SNPS,nada,0,0,392.0299987792969,15.307212017997385,3.382415530077438,27.23200850591733,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,una acción cuesta 392.03 USD y el margen disponible es 125.00 USD; el riel no compra fracciones,2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
25,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,SOXX,nada,0,0,528.4000244140625,3.555755000655747,-7.692339785281586,14.80384978659308,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,"su intervalo [-7.69, +14.80] contiene el cero",2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
26,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,TER,nada,0,0,372.05999755859375,4.48548885389215,-10.952679235890548,19.92365694367485,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,"su intervalo [-10.95, +19.92] contiene el cero",2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
27,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,TOELY,nada,0,0,177.27000427246094,-31.147530462210938,-45.94503555835284,-16.35002536606903,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,señal -31.15 pp bajo el umbral +1.35 pp,2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
28,2026-09-08,2026-09-08,2026-09-09T03:38:17.156824+00:00,2026-09-08T20:00:00+00:00,XNYS,2026-09-09,2026-09-09T13:30:00+00:00,TSEM,nada,0,0,219.82000732421875,-1.7556597517713102,-16.30478931318779,12.793469809645169,"sorteo sin información (contabilidad.senales_sin_informacion, semilla 20260906, desde 2023-09-05): prueba de maquinaria, no track record",conservador,500.0,0.2.0-PROPUESTA,señal -1.76 pp bajo el umbral +1.35 pp,2026-09-08,2026-09-08T20:00:00+00:00,89a5e296366cb56e4a24363effeb69ebe0cffae1b8dafe20d2a39e660e408fd3,ext_2026-09-08.csv,69ca7283ae18fd37736827e1b19a79d3557e2e8177dbfd05c9685be22502402b,125a8602a684939576278093b306add6a6fa7a0157389f71a5c0029455ab9ba0,93db9b70dc708b67cf3584775800e9450e91f71fdb2846155d92545fcdba7492,5.1.0,E0.2,pendiente,ok,sesion,1,1,2026-09-09T03:38:17.310102+00:00
